NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,1931,2,R4,"$8,100,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,1931,2,R4,"$8,675,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,1931,2,R4,"$3,280,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,1931,2,R4,"$3,150,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,1931,2,R4,"$8,750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,1931,2,R4,"$9,000,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"4,007",1920,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,528",1920,2,R4,"$2,750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,485,1980,2,R4,"$750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,505,0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"22,102",783,1984,2,R4,"$1,160,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"22,102","2,182",1984,2,R4,"$4,350,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"22,102",727,1984,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"22,102","1,388",1984,2,R4,"$1,850,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"23,200",870,1984,2,R4,"$2,325,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,727,1984,2,R4,"$950,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,727,1984,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,388",1984,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,870,1984,2,R4,"$1,400,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,383",1984,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"2,143",1984,2,R4,"$1,600,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,303",1985,2,R4,"$1,750,001.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"10,217","3,057",2012,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607",771,1985,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607",771,1985,2,R4,"$995,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607","1,456",1985,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607","1,692",1985,2,R4,"$2,618,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607","1,690",1985,2,R4,"$2,300,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607","1,690",1985,2,R4,"$3,150,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607",903,1985,2,R4,"$1,430,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607","1,648",1985,2,R4,"$2,525,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,607","1,644",1985,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"1,621",878,1929,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"1,621",878,1929,2,R4,"$1,375,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"1,621",878,1929,2,R4,"$1,400,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,623",0,2,R4,"$2,150,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,310",0,2,R4,"$1,575,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,001",1987,2,R4,"$1,650,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,693,1987,2,R4,"$999,950.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,001",1987,2,R4,"$1,750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,693,1987,2,R4,"$961,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,253",1987,2,R4,"$1,999,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,001",1987,2,R4,"$1,750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,944,1987,2,R4,"$1,290,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"2,751",1987,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,253",1987,2,R4,"$2,600,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,253",1987,2,R4,"$1,960,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,228",1986,2,R4,"$1,732,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,460",1986,2,R4,"$2,275,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,090",1986,2,R4,"$1,540,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"2,605",2007,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"2,480",2007,2,R4,"$5,425,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,621",2007,2,R4,"$2,675,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"3,478",2007,2,R4,"$7,870,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"2,480",2007,2,R4,"$3,249,188.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"2,160",2007,2,R4,"$5,350,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"2,160",2007,2,R4,"$5,500,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"7,520","1,030",1939,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"7,520","1,030",1939,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,705,1939,2,R4,"$840,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,507,1939,2,R4,"$685,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,581,1939,2,R4,"$625,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,581,1939,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,438",1981,2,R4,"$2,050,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,925",1981,2,R4,"$4,000,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,774,1981,2,R4,"$1,750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,519,1981,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"2,102",1981,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,826,1981,2,R4,"$1,330,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,197",1981,2,R4,"$2,100,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,831",1981,2,R4,"$3,585,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,536,1981,2,R4,"$1,000,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,896",1981,2,R4,"$4,300,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,863,1981,2,R4,"$1,250,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,750",0,2,R4,"$2,700,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,989,0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,745",0,2,R4,"$2,139,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,530",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,046",0,2,R4,"$1,540,833.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,046",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,046",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,931,1928,2,R4,"$1,045,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,610",1929,2,R4,"$2,550,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,615,1929,2,R4,"$1,780,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,732,1929,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,550,1962,2,R4,"$720,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,550,1962,2,R4,"$715,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,910,1962,2,R4,"$2,700,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,063",1962,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,481,1962,2,R4,"$525,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,481,1962,2,R4,"$640,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"2,077",2003,2,R4,$1.00
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,658",2003,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,948",2003,2,R4,"$3,200,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,658",2003,2,R4,"$3,000,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"5,539","1,539",0,2,R4,"$2,000,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,728",1928,2,R4,"$1,985,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","1,889",0,2,R4,"$2,400,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","1,889",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750",897,0,2,R4,"$1,200,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","1,314",0,2,R4,"$1,760,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","1,915",0,2,R4,"$2,625,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","2,139",0,2,R4,"$3,300,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","1,500",0,2,R4,$10.00
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"16,750","2,204",0,2,R4,"$3,750,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630",615,0,2,R4,"$705,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630",985,0,2,R4,"$1,125,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630","1,336",0,2,R4,"$1,588,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630","1,297",0,2,R4,"$1,600,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630","1,297",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630","1,297",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630","1,297",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630",911,0,2,R4,"$828,750.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630","1,663",0,2,R4,"$2,072,500.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10075,1,0,1,"21,630",649,0,2,R4,"$740,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,763",897,1984,2,R4,"$1,300,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,763","1,230",1984,2,R4,"$2,085,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,763","1,515",1984,2,R4,"$3,250,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,763",659,1984,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,763","1,230",1984,2,R4,"$1,975,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"7,763","1,515",1984,2,R4,"$1,980,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"5,120",720,0,2,R4,"$760,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,"5,120",581,0,2,R4,"$695,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,684,0,2,R4,"$700,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,547,2007,2,R4,"$880,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,023",2007,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,023",2007,2,R4,"$1,710,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,"1,937",2007,2,R4,"$3,800,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,826,1981,2,R4,"$808,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,679,1981,2,R4,"$688,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10028,1,0,1,0,765,1981,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000","1,016",1987,2,R4,"$1,760,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",661,1987,2,R4,"$1,600,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",773,1987,2,R4,"$850,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",545,1987,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",528,1987,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",545,1987,2,R4,"$755,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",562,1987,2,R4,"$765,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",765,1987,2,R4,"$1,100,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"13,000",638,1987,2,R4,"$921,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,158",0,2,R4,"$1,368,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,158",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,835,0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,450,0,2,R4,"$550,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,113",0,2,R4,"$1,350,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,391",0,2,R4,"$1,755,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,157",0,2,R4,"$1,360,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,159",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,833,0,2,R4,"$800,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,528,0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,157",0,2,R4,"$1,200,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,835,0,2,R4,"$950,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,155",0,2,R4,"$1,470,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,813,0,2,R4,"$785,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,161",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,371",0,2,R4,"$1,765,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,367",0,2,R4,"$1,625,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,833,0,2,R4,"$830,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,528,0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,157",0,2,R4,"$1,320,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,789,0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,789,0,2,R4,"$865,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,391",0,2,R4,"$10,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,391",0,2,R4,"$10,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,833,0,2,R4,"$921,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,793,0,2,R4,"$808,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,056",1985,2,R4,"$1,399,999.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,787,1985,2,R4,"$1,055,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,787,1985,2,R4,"$920,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,751,1985,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,357",1985,2,R4,"$1,625,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,575",1985,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,280",1985,2,R4,"$2,650,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,001",1985,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739",729,1986,2,R4,"$1,040,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739",854,1986,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739","1,554",1986,2,R4,"$2,510,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739","1,048",1986,2,R4,"$1,675,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739",917,1986,2,R4,$10.00
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739","1,048",1986,2,R4,"$1,675,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739",854,1986,2,R4,"$1,300,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739",705,1986,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739","2,585",1986,2,R4,"$1,173,278.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"45,739","1,576",1986,2,R4,"$3,000,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"5,033",679,0,2,R4,"$720,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,"5,033","1,147",0,2,R4, $	-   
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,"1,221",0,2,R4,"$1,735,000.00"
UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,10128,1,0,1,0,0,2016,2,R4,"$2,457,000.00"
